iter	Logloss
0	0.661574486
1	0.6353428909
2	0.6080194236
3	0.5821410894
4	0.5627992641
5	0.5455614715
6	0.525413133
7	0.5087804362
8	0.4939772487
9	0.4789464654
10	0.4664234554
11	0.4537056269
12	0.4424469007
13	0.4318307263
14	0.4226369197
15	0.412954884
16	0.4047441592
17	0.3933948849
18	0.385028034
19	0.3783751819
20	0.3708051051
21	0.3634197962
22	0.3583200581
23	0.3523730679
24	0.3460988635
25	0.3386402528
26	0.3333209482
27	0.3288881872
28	0.3239688076
29	0.3184765483
30	0.3149911731
31	0.3110862669
32	0.3064499074
33	0.3026095839
34	0.2997879748
35	0.2969308584
36	0.2944898904
37	0.2921453698
38	0.2892506692
39	0.2863323197
40	0.2837186147
41	0.2816953452
42	0.2793542216
43	0.2774320182
44	0.2751425253
45	0.2729077662
46	0.2712530032
47	0.2689371283
48	0.2671852783
49	0.2660335647
50	0.2638319492
51	0.2620623847
52	0.2605879704
53	0.2591938579
54	0.2574135807
55	0.25612311
56	0.2547875898
57	0.2530520497
58	0.2518852868
59	0.2509333305
60	0.2493826664
61	0.2487895117
62	0.2476250542
63	0.2466189293
64	0.245421256
65	0.2444250877
66	0.2428113491
67	0.2417104778
68	0.2404129349
69	0.2392951154
70	0.2382368822
71	0.2370537111
72	0.2360799304
73	0.2352437339
74	0.2344044904
75	0.2332505367
76	0.2324333449
77	0.2317296755
78	0.2312278372
79	0.2303686356
80	0.2297405659
81	0.2289438306
82	0.2281000432
83	0.2272837392
84	0.2268419442
85	0.2260369954
86	0.2256297811
87	0.2251698525
88	0.2244430964
89	0.2238379199
90	0.2233362064
91	0.2226064179
92	0.2219740984
93	0.2214484647
94	0.2209041073
95	0.2204704319
96	0.2197840024
97	0.2192352849
98	0.2187705916
99	0.2178999363
100	0.2172627584
101	0.2166395723
102	0.2160066689
103	0.2153527415
104	0.2149324505
105	0.2143432618
106	0.2136442316
107	0.2131444139
108	0.2128373902
109	0.212118328
110	0.2117195541
111	0.211210188
112	0.2107498717
113	0.2104808216
114	0.2098832182
115	0.2094353626
116	0.2090281626
117	0.2083527111
118	0.2081535294
119	0.2077164608
120	0.2074898066
121	0.2070818466
122	0.206582927
123	0.206072659
124	0.2057520027
125	0.2052216286
126	0.2048093663
127	0.2044371116
128	0.2039399341
129	0.2037662757
130	0.2036505786
131	0.2033982245
132	0.2029133976
133	0.202618103
134	0.202235218
135	0.2020247098
136	0.2017335953
137	0.2013324991
138	0.2009849351
139	0.2004217769
140	0.2001615139
141	0.1999239035
142	0.1994948403
143	0.1991032329
144	0.1985765479
145	0.1982325613
146	0.1979342967
147	0.1974586959
148	0.1971532546
149	0.196774184
150	0.1962193078
151	0.1959308859
152	0.1955828731
153	0.1953141505
154	0.1951344473
155	0.1947424577
156	0.1943277565
157	0.1940699695
158	0.193607077
159	0.1932683619
160	0.1930960195
161	0.1927853942
162	0.1925631847
163	0.192007234
164	0.1917132139
165	0.1913544221
166	0.1907710753
167	0.1903855887
168	0.1900376992
169	0.1896487538
170	0.1893940971
171	0.1890121987
172	0.1887575799
173	0.1885191881
174	0.1883642069
175	0.1878286322
176	0.1874843349
177	0.1870488483
178	0.1867193573
179	0.1863888674
180	0.185960876
181	0.1859104537
182	0.1854788878
183	0.1850346608
184	0.1846777822
185	0.1843112231
186	0.1839799856
187	0.1835596903
188	0.1833475945
189	0.1830452115
190	0.1828698013
191	0.1826931285
192	0.1823885543
193	0.1821815779
194	0.1817707833
195	0.181549039
196	0.1812726605
197	0.1810880732
198	0.1808204956
199	0.1805926755
200	0.1803100933
201	0.1801079978
202	0.1798495883
203	0.1797845687
204	0.179753355
205	0.1795631069
206	0.179368969
207	0.1790228655
208	0.1787602165
209	0.1784110521
210	0.1781878766
211	0.1781613077
212	0.1778527045
213	0.1774589178
214	0.1771507798
215	0.176869542
216	0.1765797106
217	0.1763438238
218	0.1761486523
219	0.1758025904
220	0.1755934125
221	0.1752562304
222	0.1748958638
223	0.1745875509
224	0.1743012947
225	0.1740057027
226	0.1738127128
227	0.1736019235
228	0.1734387908
229	0.1732148212
230	0.1729607192
231	0.1727283579
232	0.1724721696
233	0.1722297329
234	0.1721124273
235	0.171955477
236	0.1717767584
237	0.1717282297
238	0.1715800335
239	0.1711681453
240	0.1708267296
241	0.1707428603
242	0.1704774771
243	0.1703272493
244	0.1701750653
245	0.1698959194
246	0.1694017041
247	0.1692668755
248	0.1689564703
249	0.1687085201
250	0.168673259
251	0.1683837023
252	0.1680225396
253	0.1679879481
254	0.1677361769
255	0.1676421262
256	0.1673200775
257	0.167312338
258	0.1670313731
259	0.1668409321
260	0.1666773706
261	0.1665646858
262	0.1664756382
263	0.166447813
264	0.166231218
265	0.1661981613
266	0.1657644957
267	0.1655423521
268	0.1653395301
269	0.1650404308
270	0.1647885163
271	0.1645716509
272	0.1645392106
273	0.1645058119
274	0.1643362929
275	0.1641873195
276	0.1640065461
277	0.1637496672
278	0.1636377813
279	0.1634032894
280	0.1631657464
